"PatchIndex","MethodName","MethodID","Operator","Patch","Compiled","AllTestsPassed","BaselineRuntime(ms)","PatchRuntime(ms)","RuntimeImprovement(ms)","ImprovementPercent"
"1","com.google.gson.internal.bind.DefaultDateTypeAdapter.deserializeToDate(JsonReader)","1","CopyStatement","| gin.edit.statement.CopyStatement ""src/main/java/com/google/gson/internal/bind/DefaultDateTypeAdapter.java"":201 -> ""src/main/java/com/google/gson/internal/bind/DefaultDateTypeAdapter.java"":685:685 |","false","false","63.00","-1.00","64.00","101.59"
"2","com.google.gson.internal.bind.DefaultDateTypeAdapter.deserializeToDate(JsonReader)","1","MatchedCopyStatement","| gin.edit.matched.MatchedCopyStatement ""src/main/java/com/google/gson/internal/bind/DefaultDateTypeAdapter.java"":242 -> ""src/main/java/com/google/gson/internal/bind/DefaultDateTypeAdapter.java"":709:710 |","false","false","63.00","-1.00","64.00","101.59"
"3","com.google.gson.internal.bind.DefaultDateTypeAdapter.deserializeToDate(JsonReader)","1","MatchedDeleteStatement","| gin.edit.matched.MatchedDeleteStatement ""src/main/java/com/google/gson/internal/bind/DefaultDateTypeAdapter.java"":685 |","false","false","63.00","-1.00","64.00","101.59"
"4","com.google.gson.internal.bind.util.ISO8601Utils.parse(String,ParsePosition)","2","MatchedSwapStatement","| gin.edit.matched.MatchedSwapStatement ""src/main/java/com/google/gson/internal/bind/util/ISO8601Utils.java"":1083 <-> ""src/main/java/com/google/gson/internal/bind/util/ISO8601Utils.java"":1146 |","false","false","11.00","-1.00","12.00","109.09"
"5","com.google.gson.internal.bind.DefaultDateTypeAdapter.deserializeToDate(JsonReader)","1","MatchedSwapStatement","| gin.edit.matched.MatchedSwapStatement ""src/main/java/com/google/gson/internal/bind/DefaultDateTypeAdapter.java"":684 <-> ""src/main/java/com/google/gson/internal/bind/DefaultDateTypeAdapter.java"":708 |","false","false","63.00","-1.00","64.00","101.59"
"6","com.google.gson.internal.bind.DefaultDateTypeAdapter.deserializeToDate(JsonReader)","1","ReplaceStatement","| gin.edit.statement.ReplaceStatement ""src/main/java/com/google/gson/internal/bind/DefaultDateTypeAdapter.java"":539 -> ""src/main/java/com/google/gson/internal/bind/DefaultDateTypeAdapter.java"":686 |","false","false","63.00","-1.00","64.00","101.59"
"7","com.google.gson.internal.bind.DefaultDateTypeAdapter.deserializeToDate(JsonReader)","1","ReplaceStatement","| gin.edit.statement.ReplaceStatement ""src/main/java/com/google/gson/internal/bind/DefaultDateTypeAdapter.java"":651 -> ""src/main/java/com/google/gson/internal/bind/DefaultDateTypeAdapter.java"":661 |","false","false","63.00","-1.00","64.00","101.59"
"8","com.google.gson.internal.bind.util.ISO8601Utils.parse(String,ParsePosition)","2","MatchedReplaceStatement","| gin.edit.matched.MatchedReplaceStatement ""src/main/java/com/google/gson/internal/bind/util/ISO8601Utils.java"":707 -> ""src/main/java/com/google/gson/internal/bind/util/ISO8601Utils.java"":483 |","false","false","11.00","-1.00","12.00","109.09"
"9","com.google.gson.internal.bind.DefaultDateTypeAdapter.deserializeToDate(JsonReader)","1","MatchedReplaceStatement","| gin.edit.matched.MatchedReplaceStatement ""src/main/java/com/google/gson/internal/bind/DefaultDateTypeAdapter.java"":397 -> ""src/main/java/com/google/gson/internal/bind/DefaultDateTypeAdapter.java"":701 |","false","false","63.00","-1.00","64.00","101.59"
"10","com.google.gson.internal.bind.DefaultDateTypeAdapter.deserializeToDate(JsonReader)","1","SwapStatement","| gin.edit.statement.SwapStatement ""src/main/java/com/google/gson/internal/bind/DefaultDateTypeAdapter.java"":708 <-> ""src/main/java/com/google/gson/internal/bind/DefaultDateTypeAdapter.java"":727 |","false","false","63.00","-1.00","64.00","101.59"
"11","com.google.gson.internal.bind.DefaultDateTypeAdapter.deserializeToDate(JsonReader)","1","SwapStatement","| gin.edit.statement.SwapStatement ""src/main/java/com/google/gson/internal/bind/DefaultDateTypeAdapter.java"":709 <-> ""src/main/java/com/google/gson/internal/bind/DefaultDateTypeAdapter.java"":708 |","false","false","63.00","-1.00","64.00","101.59"
"12","com.google.gson.internal.bind.util.ISO8601Utils.parse(String,ParsePosition)","2","MatchedReplaceStatement","| gin.edit.matched.MatchedReplaceStatement ""src/main/java/com/google/gson/internal/bind/util/ISO8601Utils.java"":655 -> ""src/main/java/com/google/gson/internal/bind/util/ISO8601Utils.java"":722 |","false","false","11.00","-1.00","12.00","109.09"
"13","com.google.gson.internal.bind.DefaultDateTypeAdapter.deserializeToDate(JsonReader)","1","MatchedDeleteStatement","| gin.edit.matched.MatchedDeleteStatement ""src/main/java/com/google/gson/internal/bind/DefaultDateTypeAdapter.java"":665 |","true","false","63.00","-1.00","64.00","101.59"
"14","com.google.gson.internal.bind.DefaultDateTypeAdapter.deserializeToDate(JsonReader)","1","MatchedSwapStatement","| gin.edit.matched.MatchedSwapStatement ""src/main/java/com/google/gson/internal/bind/DefaultDateTypeAdapter.java"":202 <-> ""src/main/java/com/google/gson/internal/bind/DefaultDateTypeAdapter.java"":686 |","false","false","63.00","-1.00","64.00","101.59"
"15","com.google.gson.internal.bind.DefaultDateTypeAdapter.deserializeToDate(JsonReader)","1","CopyStatement","| gin.edit.statement.CopyStatement ""src/main/java/com/google/gson/internal/bind/DefaultDateTypeAdapter.java"":769 -> ""src/main/java/com/google/gson/internal/bind/DefaultDateTypeAdapter.java"":709:709 |","false","false","63.00","-1.00","64.00","101.59"
"16","com.google.gson.internal.bind.DefaultDateTypeAdapter.deserializeToDate(JsonReader)","1","MatchedDeleteStatement","| gin.edit.matched.MatchedDeleteStatement ""src/main/java/com/google/gson/internal/bind/DefaultDateTypeAdapter.java"":664 |","false","false","63.00","-1.00","64.00","101.59"
"17","com.google.gson.internal.bind.util.ISO8601Utils.parse(String,ParsePosition)","2","MatchedReplaceStatement","| gin.edit.matched.MatchedReplaceStatement ""src/main/java/com/google/gson/internal/bind/util/ISO8601Utils.java"":1593 -> ""src/main/java/com/google/gson/internal/bind/util/ISO8601Utils.java"":806 |","false","false","11.00","-1.00","12.00","109.09"
