MethodID,Step,Operator,Success,ParentMemory(KB),ChildMemory(KB),Reward
1,1,CopyStatement,false,220,-1,0.0000
1,2,MatchedCopyStatement,false,220,-1,0.0000
1,3,SwapStatement,true,220,7,31.4286
1,4,MatchedSwapStatement,true,7,7,1.0000
1,5,MatchedDeleteStatement,false,7,-1,0.0000
1,6,MoveStatement,false,7,-1,0.0000
1,7,ReplaceStatement,false,7,-1,0.0000
1,8,DeleteStatement,true,7,7,1.0000
1,9,BinaryOperatorReplacement,true,7,7,1.0000
1,10,MatchedReplaceStatement,false,7,-1,0.0000
1,11,UnaryOperatorReplacement,true,7,7,1.0000
1,12,SwapStatement,true,7,7,1.0000
1,13,SwapStatement,false,7,-1,0.0000
1,14,SwapStatement,true,7,7,1.0000
1,15,SwapStatement,true,7,7,1.0000
1,16,SwapStatement,true,7,7,1.0000
1,17,SwapStatement,true,7,7,1.0000
1,18,SwapStatement,true,7,7,1.0000
1,19,SwapStatement,true,7,7,1.0000
1,20,SwapStatement,true,7,7,1.0000
1,21,SwapStatement,false,7,-1,0.0000
1,22,SwapStatement,true,7,7,1.0000
1,23,SwapStatement,true,7,7,1.0000
1,24,SwapStatement,false,7,-1,0.0000
1,25,SwapStatement,false,7,-1,0.0000
1,26,DeleteStatement,true,7,7,1.0000
1,27,MatchedSwapStatement,true,7,7,1.0000
1,28,BinaryOperatorReplacement,true,7,7,1.0000
1,29,UnaryOperatorReplacement,true,7,7,1.0000
1,30,SwapStatement,true,7,7,1.0000
1,31,SwapStatement,true,7,7,1.0000
1,32,SwapStatement,true,7,7,1.0000
1,33,SwapStatement,true,7,7,1.0000
1,34,SwapStatement,true,7,7,1.0000
1,35,SwapStatement,true,7,7,1.0000
1,36,DeleteStatement,true,7,7,1.0000
1,37,MatchedSwapStatement,false,7,-1,0.0000
1,38,BinaryOperatorReplacement,true,7,7,1.0000
1,39,UnaryOperatorReplacement,true,7,7,1.0000
1,40,SwapStatement,true,7,7,1.0000
1,41,SwapStatement,true,7,7,1.0000
1,42,CopyStatement,false,7,-1,0.0000
1,43,ReplaceStatement,true,7,7,1.0000
1,44,MoveStatement,true,7,7,1.0000
1,45,MatchedDeleteStatement,true,7,7,1.0000
1,46,MatchedCopyStatement,true,7,7,1.0000
1,47,MatchedReplaceStatement,true,7,7,1.0000
1,48,SwapStatement,true,7,7,1.0000
1,49,SwapStatement,false,7,-1,0.0000
1,50,DeleteStatement,false,7,-1,0.0000
1,51,BinaryOperatorReplacement,true,7,7,1.0000
1,52,UnaryOperatorReplacement,true,7,7,1.0000
1,53,SwapStatement,false,7,-1,0.0000
1,54,ReplaceStatement,true,7,7,1.0000
1,55,MoveStatement,true,7,7,1.0000
1,56,MatchedDeleteStatement,false,7,-1,0.0000
1,57,MatchedCopyStatement,false,7,-1,0.0000
1,58,MatchedReplaceStatement,false,7,-1,0.0000
1,59,SwapStatement,true,7,7,1.0000
1,60,SwapStatement,false,7,-1,0.0000
1,61,BinaryOperatorReplacement,true,7,7,1.0000
1,62,UnaryOperatorReplacement,true,7,7,1.0000
1,63,SwapStatement,true,7,7,1.0000
1,64,SwapStatement,true,7,7,1.0000
1,65,MatchedSwapStatement,false,7,-1,0.0000
1,66,ReplaceStatement,true,7,7,1.0000
1,67,MoveStatement,true,7,7,1.0000
1,68,SwapStatement,true,7,7,1.0000
1,69,BinaryOperatorReplacement,true,7,7,1.0000
1,70,UnaryOperatorReplacement,true,7,7,1.0000
1,71,SwapStatement,true,7,7,1.0000
1,72,SwapStatement,true,7,7,1.0000
1,73,SwapStatement,true,7,7,1.0000
1,74,DeleteStatement,true,7,7,1.0000
1,75,ReplaceStatement,true,7,7,1.0000
1,76,MoveStatement,true,7,7,1.0000
1,77,BinaryOperatorReplacement,true,7,7,1.0000
1,78,UnaryOperatorReplacement,true,7,7,1.0000
1,79,SwapStatement,false,7,-1,0.0000
1,80,SwapStatement,true,7,7,1.0000
1,81,DeleteStatement,false,7,-1,0.0000
1,82,ReplaceStatement,true,7,7,1.0000
1,83,MoveStatement,true,7,7,1.0000
1,84,BinaryOperatorReplacement,true,7,7,1.0000
1,85,UnaryOperatorReplacement,true,7,7,1.0000
1,86,SwapStatement,true,7,7,1.0000
1,87,CopyStatement,true,7,7,1.0000
1,88,SwapStatement,true,7,7,1.0000
1,89,SwapStatement,true,7,7,1.0000
1,90,CopyStatement,true,7,7,1.0000
1,91,MatchedDeleteStatement,false,7,-1,0.0000
1,92,MatchedCopyStatement,true,7,7,1.0000
1,93,MatchedReplaceStatement,false,7,-1,0.0000
1,94,BinaryOperatorReplacement,true,7,7,1.0000
1,95,UnaryOperatorReplacement,true,7,7,1.0000
1,96,ReplaceStatement,true,7,7,1.0000
1,97,MoveStatement,true,7,7,1.0000
1,98,SwapStatement,true,7,7,1.0000
1,99,SwapStatement,false,7,-1,0.0000
2,1,MoveStatement,false,7,-1,0.0000
2,2,MatchedCopyStatement,false,7,-1,0.0000
2,3,BinaryOperatorReplacement,true,7,7,1.0000
2,4,MatchedSwapStatement,false,7,-1,0.0000
