"PatchIndex","MethodName","MethodID","Operator","Patch","Compiled","AllTestsPassed","BaselineRuntime(ms)","PatchRuntime(ms)","RuntimeImprovement(ms)","ImprovementPercent"
"1","org.jcodec.codecs.h264.decode.deblock.DeblockingFilter.filterBlockEdgeVert(Picture,int,int,int,int,int,int,int)","5","CopyStatement","| gin.edit.statement.CopyStatement ""src/main/java/org/jcodec/codecs/h264/decode/deblock/DeblockingFilter.java"":3903 -> ""src/main/java/org/jcodec/codecs/h264/decode/deblock/DeblockingFilter.java"":3161:3161 |","false","false","2867.00","-1.00","2868.00","100.03"
"2","org.jcodec.codecs.h264.encode.MBEncoderHelper.takeSafe(byte[],int,int,int,int,byte[],int,int)","3","MatchedCopyStatement","| gin.edit.matched.MatchedCopyStatement ""src/main/java/org/jcodec/codecs/h264/encode/MBEncoderHelper.java"":219 -> ""src/main/java/org/jcodec/codecs/h264/encode/MBEncoderHelper.java"":466:467 |","false","false","1172.00","-1.00","1173.00","100.09"
"3","org.jcodec.codecs.h264.decode.deblock.DeblockingFilter.filterBlockEdgeHoris(Picture,int,int,int,int,int,int,int)","4","MatchedDeleteStatement","| gin.edit.matched.MatchedDeleteStatement ""src/main/java/org/jcodec/codecs/h264/decode/deblock/DeblockingFilter.java"":2831 |","false","false","2789.00","-1.00","2790.00","100.04"
"4","org.jcodec.codecs.h264.decode.deblock.DeblockingFilter.filterBlockEdgeHoris(Picture,int,int,int,int,int,int,int)","4","MatchedSwapStatement","| gin.edit.matched.MatchedSwapStatement ""src/main/java/org/jcodec/codecs/h264/decode/deblock/DeblockingFilter.java"":3147 <-> ""src/main/java/org/jcodec/codecs/h264/decode/deblock/DeblockingFilter.java"":2885 |","false","false","2789.00","-1.00","2790.00","100.04"
"5","org.jcodec.common.model.Picture.getPlaneWidth(int)","9","MatchedSwapStatement","| gin.edit.matched.MatchedSwapStatement ""src/main/java/org/jcodec/common/model/Picture.java"":2734 <-> ""src/main/java/org/jcodec/common/model/Picture.java"":995 |","false","false","1547.00","-1.00","1548.00","100.06"
"6","org.jcodec.codecs.h264.encode.MBEncoderHelper.takeSafe(byte[],int,int,int,int,byte[],int,int)","3","ReplaceStatement","| gin.edit.statement.ReplaceStatement ""src/main/java/org/jcodec/codecs/h264/encode/MBEncoderHelper.java"":627 -> ""src/main/java/org/jcodec/codecs/h264/encode/MBEncoderHelper.java"":467 |","false","false","1172.00","-1.00","1173.00","100.09"
"7","org.jcodec.scale.BaseResampler.resample(Picture,Picture)","8","ReplaceStatement","| gin.edit.statement.ReplaceStatement ""src/main/java/org/jcodec/scale/BaseResampler.java"":317 -> ""src/main/java/org/jcodec/scale/BaseResampler.java"":684 |","false","false","207.00","-1.00","208.00","100.48"
"8","org.jcodec.scale.BaseResampler.resample(Picture,Picture)","8","MatchedReplaceStatement","| gin.edit.matched.MatchedReplaceStatement ""src/main/java/org/jcodec/scale/BaseResampler.java"":153 -> ""src/main/java/org/jcodec/scale/BaseResampler.java"":587 |","false","false","207.00","-1.00","208.00","100.48"
"9","org.jcodec.codecs.h264.encode.MotionEstimator.estimateQPix(Picture,byte[],int[],int,int)","2","MatchedReplaceStatement","| gin.edit.matched.MatchedReplaceStatement ""src/main/java/org/jcodec/codecs/h264/encode/MotionEstimator.java"":3514 -> ""src/main/java/org/jcodec/codecs/h264/encode/MotionEstimator.java"":911 |","false","false","741.00","-1.00","742.00","100.13"
"10","org.jcodec.codecs.h264.encode.MotionEstimator.estimateQPix(Picture,byte[],int[],int,int)","2","SwapStatement","| gin.edit.statement.SwapStatement ""src/main/java/org/jcodec/codecs/h264/encode/MotionEstimator.java"":2252 <-> ""src/main/java/org/jcodec/codecs/h264/encode/MotionEstimator.java"":2127 |","false","false","741.00","-1.00","742.00","100.13"
