"PatchIndex","MethodName","MethodID","Operator","Patch","Compiled","AllTestsPassed","BaselineRuntime(ms)","PatchRuntime(ms)","RuntimeImprovement(ms)","ImprovementPercent"
"1","org.jcodec.codecs.h264.encode.IntraPredEstimator.getLumaPred4x4(Picture,EncodingContext,int,int,int)","4","CopyStatement","| gin.edit.statement.CopyStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/encode/IntraPredEstimator.java"":467 -> ""../jcodec/src/main/java/org/jcodec/codecs/h264/encode/IntraPredEstimator.java"":294:304 |","false","false","519.00","-1.00","520.00","100.19"
"2","org.jcodec.codecs.h264.decode.deblock.DeblockingFilter.filterBlockEdgeVert(Picture,int,int,int,int,int,int,int)","6","MatchedDeleteStatement","| gin.edit.matched.MatchedDeleteStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/deblock/DeblockingFilter.java"":3086 |","false","false","176.00","-1.00","177.00","100.57"
"3","org.jcodec.codecs.h264.decode.deblock.DeblockingFilter.filterBs4(int,int,byte[],byte[],int,int,int,int,int,int,int,int,boolean)","7","MatchedReplaceStatement","| gin.edit.matched.MatchedReplaceStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/deblock/DeblockingFilter.java"":3902 -> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/deblock/DeblockingFilter.java"":4016 |","false","false","186.00","-1.00","187.00","100.54"
"4","org.jcodec.codecs.h264.decode.deblock.DeblockingFilter.filterBlockEdgeVert(Picture,int,int,int,int,int,int,int)","6","BinaryOperatorReplacement","| gin.edit.modifynode.BinaryOperatorReplacement  ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/deblock/DeblockingFilter.java"":3157 EQUALS -> BINARY_AND |","false","false","176.00","-1.00","177.00","100.57"
"5","org.jcodec.common.model.Picture.getPlaneWidth(int)","10","BinaryOperatorReplacement","| gin.edit.modifynode.BinaryOperatorReplacement  ""../jcodec/src/main/java/org/jcodec/common/model/Picture.java"":997 SIGNED_RIGHT_SHIFT -> DIVIDE |","true","false","848.00","-1.00","849.00","100.12"
"6","org.jcodec.codecs.h264.decode.deblock.DeblockingFilter.filterBlockEdgeHoris(Picture,int,int,int,int,int,int,int)","5","DeleteStatement","| gin.edit.statement.DeleteStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/deblock/DeblockingFilter.java"":2792 |","false","false","182.00","-1.00","183.00","100.55"
"7","org.jcodec.codecs.h264.decode.deblock.DeblockingFilter.filterBlockEdgeHoris(Picture,int,int,int,int,int,int,int)","5","BinaryOperatorReplacement","| gin.edit.modifynode.BinaryOperatorReplacement  ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/deblock/DeblockingFilter.java"":2856 MULTIPLY -> SIGNED_RIGHT_SHIFT |","true","false","182.00","-1.00","183.00","100.55"
"8","org.jcodec.common.model.Picture.getPlaneWidth(int)","10","SwapStatement","| gin.edit.statement.SwapStatement ""../jcodec/src/main/java/org/jcodec/common/model/Picture.java"":996 <-> ""../jcodec/src/main/java/org/jcodec/common/model/Picture.java"":996 |","true","false","848.00","-1.00","849.00","100.12"
"9","org.jcodec.codecs.h264.decode.deblock.DeblockingFilter.filterBlockEdgeHoris(Picture,int,int,int,int,int,int,int)","5","MatchedReplaceStatement","| gin.edit.matched.MatchedReplaceStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/deblock/DeblockingFilter.java"":2489 -> ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/deblock/DeblockingFilter.java"":2804 |","false","false","182.00","-1.00","183.00","100.55"
"10","org.jcodec.codecs.h264.decode.deblock.DeblockingFilter.filterBs(int,int,int,byte[],byte[],int,int,int,int,int,int,boolean)","1","DeleteStatement","| gin.edit.statement.DeleteStatement ""../jcodec/src/main/java/org/jcodec/codecs/h264/decode/deblock/DeblockingFilter.java"":3732 |","false","false","195.00","-1.00","196.00","100.51"
