MethodID,Step,Operator,Success,ParentRuntime(ms),ChildRuntime(ms),Reward
1,1,LLMMaskedStatement,false,2965.00,-1.00,0.0000
1,2,LLMReplaceStatement,true,2965.00,2957.00,1.0027
1,3,MatchedSwapStatement,false,2957.00,-1.00,0.0000
1,4,MatchedReplaceStatement,false,2957.00,-1.00,0.0000
1,5,SwapStatement,true,2957.00,2835.00,1.0430
1,6,DeleteStatement,false,2835.00,-1.00,0.0000
1,7,CopyStatement,false,2835.00,-1.00,0.0000
1,8,ReplaceStatement,false,2835.00,-1.00,0.0000
1,9,BinaryOperatorReplacement,true,2835.00,3214.00,0.8821
1,10,UnaryOperatorReplacement,true,2835.00,2851.00,0.9944
1,11,MatchedDeleteStatement,false,2835.00,-1.00,0.0000
1,12,MoveStatement,false,2835.00,-1.00,0.0000
1,13,MatchedCopyStatement,false,2835.00,-1.00,0.0000
1,14,SwapStatement,false,2835.00,-1.00,0.0000
1,15,LLMReplaceStatement,true,2835.00,2816.00,1.0067
1,16,UnaryOperatorReplacement,true,2816.00,3215.00,0.8759
1,17,BinaryOperatorReplacement,false,2816.00,-1.00,0.0000
1,18,LLMReplaceStatement,true,2816.00,2939.00,0.9581
1,19,UnaryOperatorReplacement,true,2816.00,2957.00,0.9523
1,20,DeleteStatement,true,2816.00,2911.00,0.9674
1,21,CopyStatement,true,2816.00,3018.00,0.9331
1,22,ReplaceStatement,true,2816.00,2882.00,0.9771
1,23,MoveStatement,true,2816.00,2823.00,0.9975
1,24,MatchedDeleteStatement,true,2816.00,3032.00,0.9288
1,25,MatchedCopyStatement,true,2816.00,2920.00,0.9644
1,26,MatchedReplaceStatement,true,2816.00,3515.00,0.8011
1,27,MatchedSwapStatement,true,2816.00,2867.00,0.9822
1,28,LLMMaskedStatement,false,2816.00,-1.00,0.0000
1,29,LLMReplaceStatement,true,2816.00,2721.00,1.0349
1,30,UnaryOperatorReplacement,true,2721.00,2619.00,1.0389
1,31,SwapStatement,false,2619.00,-1.00,0.0000
1,32,MoveStatement,false,2619.00,-1.00,0.0000
1,33,MatchedSwapStatement,false,2619.00,-1.00,0.0000
1,34,ReplaceStatement,false,2619.00,-1.00,0.0000
1,35,DeleteStatement,false,2619.00,-1.00,0.0000
1,36,MatchedCopyStatement,false,2619.00,-1.00,0.0000
1,37,CopyStatement,false,2619.00,-1.00,0.0000
1,38,MatchedDeleteStatement,false,2619.00,-1.00,0.0000
1,39,LLMReplaceStatement,false,2619.00,-1.00,0.0000
1,40,BinaryOperatorReplacement,true,2619.00,2698.00,0.9707
1,41,UnaryOperatorReplacement,true,2619.00,2686.00,0.9751
1,42,MatchedReplaceStatement,false,2619.00,-1.00,0.0000
1,43,BinaryOperatorReplacement,true,2619.00,2756.00,0.9503
1,44,UnaryOperatorReplacement,true,2619.00,2610.00,1.0034
1,45,UnaryOperatorReplacement,true,2610.00,2728.00,0.9567
1,46,BinaryOperatorReplacement,true,2610.00,2834.00,0.9210
1,47,LLMReplaceStatement,false,2610.00,-1.00,0.0000
1,48,UnaryOperatorReplacement,true,2610.00,2760.00,0.9457
1,49,BinaryOperatorReplacement,true,2610.00,2702.00,0.9660
1,50,LLMMaskedStatement,false,2610.00,-1.00,0.0000
1,51,SwapStatement,true,2610.00,2680.00,0.9739
1,52,UnaryOperatorReplacement,true,2610.00,2662.00,0.9805
1,53,MoveStatement,false,2610.00,-1.00,0.0000
1,54,MatchedSwapStatement,false,2610.00,-1.00,0.0000
1,55,ReplaceStatement,false,2610.00,-1.00,0.0000
1,56,DeleteStatement,false,2610.00,-1.00,0.0000
1,57,MatchedCopyStatement,false,2610.00,-1.00,0.0000
1,58,CopyStatement,false,2610.00,-1.00,0.0000
1,59,MatchedDeleteStatement,false,2610.00,-1.00,0.0000
1,60,BinaryOperatorReplacement,true,2610.00,2747.00,0.9501
1,61,SwapStatement,false,2610.00,-1.00,0.0000
1,62,UnaryOperatorReplacement,true,2610.00,2748.00,0.9498
1,63,MatchedReplaceStatement,false,2610.00,-1.00,0.0000
1,64,BinaryOperatorReplacement,true,2610.00,2714.00,0.9617
1,65,UnaryOperatorReplacement,true,2610.00,2640.00,0.9886
1,66,BinaryOperatorReplacement,true,2610.00,2663.00,0.9801
1,67,LLMReplaceStatement,false,2610.00,-1.00,0.0000
1,68,UnaryOperatorReplacement,true,2610.00,2647.00,0.9860
1,69,BinaryOperatorReplacement,true,2610.00,2629.00,0.9928
1,70,UnaryOperatorReplacement,true,2610.00,2627.00,0.9935
1,71,UnaryOperatorReplacement,true,2610.00,2763.00,0.9446
1,72,BinaryOperatorReplacement,true,2610.00,2634.00,0.9909
1,73,UnaryOperatorReplacement,true,2610.00,2653.00,0.9838
1,74,BinaryOperatorReplacement,true,2610.00,2636.00,0.9901
1,75,UnaryOperatorReplacement,true,2610.00,2639.00,0.9890
1,76,BinaryOperatorReplacement,true,2610.00,2660.00,0.9812
1,77,MoveStatement,true,2610.00,2586.00,1.0093
1,78,SwapStatement,true,2586.00,2755.00,0.9387
1,79,MatchedSwapStatement,false,2586.00,-1.00,0.0000
1,80,MoveStatement,false,2586.00,-1.00,0.0000
1,81,ReplaceStatement,false,2586.00,-1.00,0.0000
1,82,DeleteStatement,true,2586.00,2783.00,0.9292
1,83,MatchedCopyStatement,true,2586.00,2688.00,0.9621
1,84,CopyStatement,true,2586.00,2620.00,0.9870
1,85,MatchedDeleteStatement,true,2586.00,2593.00,0.9973
1,86,LLMMaskedStatement,false,2586.00,-1.00,0.0000
1,87,MatchedCopyStatement,true,2586.00,2589.00,0.9988
1,88,MatchedDeleteStatement,false,2586.00,-1.00,0.0000
1,89,CopyStatement,true,2586.00,2632.00,0.9825
1,90,UnaryOperatorReplacement,true,2586.00,2658.00,0.9729
1,91,DeleteStatement,false,2586.00,-1.00,0.0000
1,92,BinaryOperatorReplacement,true,2586.00,2639.00,0.9799
1,93,SwapStatement,true,2586.00,2627.00,0.9844
1,94,MatchedCopyStatement,true,2586.00,2576.00,1.0039
1,95,CopyStatement,false,2576.00,-1.00,0.0000
1,96,LLMReplaceStatement,true,2576.00,2634.00,0.9780
1,97,MatchedReplaceStatement,false,2576.00,-1.00,0.0000
1,98,SwapStatement,false,2576.00,-1.00,0.0000
1,99,UnaryOperatorReplacement,true,2576.00,2616.00,0.9847
2,1,UnaryOperatorReplacement,true,3523.00,3562.00,0.9891
2,2,MatchedReplaceStatement,false,3523.00,-1.00,0.0000
2,3,CopyStatement,false,3523.00,-1.00,0.0000
2,4,LLMReplaceStatement,false,3523.00,-1.00,0.0000
2,5,MatchedSwapStatement,false,3523.00,-1.00,0.0000
2,6,LLMMaskedStatement,false,3523.00,-1.00,0.0000
2,7,MatchedCopyStatement,false,3523.00,-1.00,0.0000
2,8,MatchedDeleteStatement,false,3523.00,-1.00,0.0000
2,9,MoveStatement,true,3523.00,3551.00,0.9921
2,10,SwapStatement,false,3523.00,-1.00,0.0000
2,11,BinaryOperatorReplacement,true,3523.00,3476.00,1.0135
2,12,ReplaceStatement,false,3476.00,-1.00,0.0000
2,13,DeleteStatement,false,3476.00,-1.00,0.0000
2,14,BinaryOperatorReplacement,true,3476.00,3504.00,0.9920
2,15,MoveStatement,true,3476.00,3488.00,0.9966
2,16,UnaryOperatorReplacement,true,3476.00,3492.00,0.9954
2,17,BinaryOperatorReplacement,true,3476.00,3489.00,0.9963
2,18,MoveStatement,true,3476.00,3501.00,0.9929
2,19,UnaryOperatorReplacement,true,3476.00,3551.00,0.9789
2,20,DeleteStatement,false,3476.00,-1.00,0.0000
2,21,CopyStatement,false,3476.00,-1.00,0.0000
2,22,ReplaceStatement,false,3476.00,-1.00,0.0000
2,23,SwapStatement,true,3476.00,3511.00,0.9900
2,24,MatchedDeleteStatement,false,3476.00,-1.00,0.0000
2,25,MatchedCopyStatement,false,3476.00,-1.00,0.0000
2,26,MatchedReplaceStatement,false,3476.00,-1.00,0.0000
2,27,MatchedSwapStatement,true,3476.00,3534.00,0.9836
2,28,LLMMaskedStatement,false,3476.00,-1.00,0.0000
2,29,LLMReplaceStatement,false,3476.00,-1.00,0.0000
2,30,BinaryOperatorReplacement,true,3476.00,3510.00,0.9903
2,31,MoveStatement,true,3476.00,3534.00,0.9836
2,32,UnaryOperatorReplacement,true,3476.00,3517.00,0.9883
2,33,SwapStatement,false,3476.00,-1.00,0.0000
2,34,MatchedSwapStatement,false,3476.00,-1.00,0.0000
2,35,BinaryOperatorReplacement,true,3476.00,3525.00,0.9861
2,36,MoveStatement,true,3476.00,3540.00,0.9819
2,37,UnaryOperatorReplacement,true,3476.00,3530.00,0.9847
2,38,BinaryOperatorReplacement,true,3476.00,3519.00,0.9878
2,39,MoveStatement,true,3476.00,3528.00,0.9853
2,40,UnaryOperatorReplacement,true,3476.00,3516.00,0.9886
2,41,BinaryOperatorReplacement,true,3476.00,3525.00,0.9861
2,42,MoveStatement,true,3476.00,3523.00,0.9867
2,43,UnaryOperatorReplacement,true,3476.00,3521.00,0.9872
2,44,BinaryOperatorReplacement,true,3476.00,3514.00,0.9892
2,45,MoveStatement,true,3476.00,3510.00,0.9903
2,46,UnaryOperatorReplacement,true,3476.00,3506.00,0.9914
2,47,BinaryOperatorReplacement,true,3476.00,3488.00,0.9966
2,48,MoveStatement,true,3476.00,3535.00,0.9833
2,49,UnaryOperatorReplacement,true,3476.00,3481.00,0.9986
2,50,DeleteStatement,false,3476.00,-1.00,0.0000
2,51,CopyStatement,false,3476.00,-1.00,0.0000
2,52,ReplaceStatement,false,3476.00,-1.00,0.0000
2,53,MatchedDeleteStatement,false,3476.00,-1.00,0.0000
2,54,MatchedCopyStatement,false,3476.00,-1.00,0.0000
2,55,MatchedReplaceStatement,false,3476.00,-1.00,0.0000
2,56,LLMMaskedStatement,true,3476.00,3503.00,0.9923
2,57,LLMReplaceStatement,true,3476.00,3490.00,0.9960
2,58,LLMReplaceStatement,true,3476.00,3529.00,0.9850
2,59,LLMMaskedStatement,false,3476.00,-1.00,0.0000
2,60,SwapStatement,false,3476.00,-1.00,0.0000
2,61,MatchedSwapStatement,false,3476.00,-1.00,0.0000
2,62,BinaryOperatorReplacement,true,3476.00,3510.00,0.9903
2,63,UnaryOperatorReplacement,true,3476.00,3488.00,0.9966
2,64,MoveStatement,false,3476.00,-1.00,0.0000
2,65,LLMReplaceStatement,false,3476.00,-1.00,0.0000
2,66,BinaryOperatorReplacement,true,3476.00,3503.00,0.9923
2,67,UnaryOperatorReplacement,true,3476.00,3506.00,0.9914
2,68,BinaryOperatorReplacement,true,3476.00,3494.00,0.9948
2,69,UnaryOperatorReplacement,true,3476.00,3510.00,0.9903
2,70,BinaryOperatorReplacement,true,3476.00,3502.00,0.9926
2,71,UnaryOperatorReplacement,true,3476.00,3507.00,0.9912
