MethodID,Step,Operator,Success,ParentRuntime(ms),ChildRuntime(ms),Reward
1,1,SwapStatement,false,2469.00,-1.00,0.0000
1,2,BinaryOperatorReplacement,true,2469.00,2343.00,1.0538
1,3,MatchedReplaceStatement,false,2343.00,-1.00,0.0000
1,4,CopyStatement,false,2343.00,-1.00,0.0000
1,5,MoveStatement,true,2343.00,2380.00,0.9845
1,6,MatchedDeleteStatement,false,2343.00,-1.00,0.0000
1,7,LLMReplaceStatement,true,2343.00,2394.00,0.9787
1,8,LLMMaskedStatement,true,2343.00,2397.00,0.9775
1,9,DeleteStatement,false,2343.00,-1.00,0.0000
1,10,ReplaceStatement,false,2343.00,-1.00,0.0000
1,11,UnaryOperatorReplacement,true,2343.00,2376.00,0.9861
1,12,MatchedSwapStatement,false,2343.00,-1.00,0.0000
1,13,MatchedCopyStatement,false,2343.00,-1.00,0.0000
1,14,BinaryOperatorReplacement,true,2343.00,2394.00,0.9787
1,15,UnaryOperatorReplacement,true,2343.00,2379.00,0.9849
1,16,MoveStatement,false,2343.00,-1.00,0.0000
1,17,LLMReplaceStatement,true,2343.00,2383.00,0.9832
1,18,LLMMaskedStatement,false,2343.00,-1.00,0.0000
1,19,BinaryOperatorReplacement,true,2343.00,2440.00,0.9602
1,20,UnaryOperatorReplacement,true,2343.00,2429.00,0.9646
1,21,LLMReplaceStatement,true,2343.00,2401.00,0.9758
1,22,DeleteStatement,false,2343.00,-1.00,0.0000
1,23,CopyStatement,false,2343.00,-1.00,0.0000
1,24,ReplaceStatement,false,2343.00,-1.00,0.0000
1,25,SwapStatement,false,2343.00,-1.00,0.0000
1,26,MatchedDeleteStatement,false,2343.00,-1.00,0.0000
1,27,MatchedCopyStatement,false,2343.00,-1.00,0.0000
1,28,MatchedReplaceStatement,false,2343.00,-1.00,0.0000
1,29,MatchedSwapStatement,false,2343.00,-1.00,0.0000
1,30,BinaryOperatorReplacement,true,2343.00,2373.00,0.9874
1,31,LLMReplaceStatement,false,2343.00,-1.00,0.0000
1,32,UnaryOperatorReplacement,true,2343.00,2638.00,0.8882
1,33,MoveStatement,true,2343.00,2620.00,0.8943
1,34,LLMMaskedStatement,false,2343.00,-1.00,0.0000
1,35,BinaryOperatorReplacement,true,2343.00,2646.00,0.8855
1,36,UnaryOperatorReplacement,true,2343.00,2584.00,0.9067
1,37,MoveStatement,true,2343.00,2565.00,0.9135
1,38,BinaryOperatorReplacement,true,2343.00,2580.00,0.9081
1,39,UnaryOperatorReplacement,true,2343.00,2547.00,0.9199
1,40,LLMReplaceStatement,false,2343.00,-1.00,0.0000
1,41,BinaryOperatorReplacement,true,2343.00,2509.00,0.9338
1,42,MoveStatement,false,2343.00,-1.00,0.0000
1,43,UnaryOperatorReplacement,true,2343.00,2459.00,0.9528
1,44,BinaryOperatorReplacement,true,2343.00,2434.00,0.9626
1,45,UnaryOperatorReplacement,true,2343.00,2446.00,0.9579
1,46,DeleteStatement,false,2343.00,-1.00,0.0000
1,47,CopyStatement,false,2343.00,-1.00,0.0000
1,48,ReplaceStatement,false,2343.00,-1.00,0.0000
1,49,SwapStatement,true,2343.00,2456.00,0.9540
1,50,MatchedDeleteStatement,false,2343.00,-1.00,0.0000
1,51,MatchedCopyStatement,false,2343.00,-1.00,0.0000
1,52,MatchedReplaceStatement,false,2343.00,-1.00,0.0000
1,53,MatchedSwapStatement,false,2343.00,-1.00,0.0000
1,54,BinaryOperatorReplacement,true,2343.00,2430.00,0.9642
1,55,LLMMaskedStatement,true,2343.00,2449.00,0.9567
1,56,SwapStatement,false,2343.00,-1.00,0.0000
1,57,UnaryOperatorReplacement,true,2343.00,2450.00,0.9563
1,58,BinaryOperatorReplacement,true,2343.00,2430.00,0.9642
1,59,LLMMaskedStatement,false,2343.00,-1.00,0.0000
1,60,UnaryOperatorReplacement,true,2343.00,2459.00,0.9528
1,61,LLMReplaceStatement,false,2343.00,-1.00,0.0000
1,62,BinaryOperatorReplacement,true,2343.00,2469.00,0.9490
1,63,UnaryOperatorReplacement,true,2343.00,2458.00,0.9532
1,64,MoveStatement,false,2343.00,-1.00,0.0000
1,65,BinaryOperatorReplacement,true,2343.00,2450.00,0.9563
1,66,UnaryOperatorReplacement,true,2343.00,2438.00,0.9610
1,67,BinaryOperatorReplacement,true,2343.00,2436.00,0.9618
1,68,UnaryOperatorReplacement,true,2343.00,2423.00,0.9670
1,69,BinaryOperatorReplacement,true,2343.00,2386.00,0.9820
1,70,UnaryOperatorReplacement,true,2343.00,2415.00,0.9702
1,71,BinaryOperatorReplacement,true,2343.00,2366.00,0.9903
1,72,UnaryOperatorReplacement,true,2343.00,2397.00,0.9775
1,73,BinaryOperatorReplacement,true,2343.00,2410.00,0.9722
1,74,UnaryOperatorReplacement,true,2343.00,2389.00,0.9807
1,75,SwapStatement,false,2343.00,-1.00,0.0000
1,76,LLMMaskedStatement,true,2343.00,2516.00,0.9312
1,77,DeleteStatement,false,2343.00,-1.00,0.0000
1,78,CopyStatement,false,2343.00,-1.00,0.0000
1,79,ReplaceStatement,false,2343.00,-1.00,0.0000
1,80,MatchedDeleteStatement,false,2343.00,-1.00,0.0000
1,81,MatchedCopyStatement,false,2343.00,-1.00,0.0000
1,82,MatchedReplaceStatement,false,2343.00,-1.00,0.0000
1,83,MatchedSwapStatement,false,2343.00,-1.00,0.0000
1,84,BinaryOperatorReplacement,true,2343.00,2398.00,0.9771
1,85,LLMReplaceStatement,true,2343.00,2383.00,0.9832
1,86,UnaryOperatorReplacement,true,2343.00,2412.00,0.9714
1,87,LLMMaskedStatement,true,2343.00,2404.00,0.9746
1,88,LLMReplaceStatement,true,2343.00,2391.00,0.9799
