MethodID,Step,Operator,Success,ParentRuntime(ms),ChildRuntime(ms),Reward
1,1,LLMReplaceStatement,false,2452.00,-1.00,0.0000
1,2,BinaryOperatorReplacement,true,2452.00,2422.00,1.0124
1,3,MoveStatement,false,2422.00,-1.00,0.0000
1,4,LLMMaskedStatement,false,2422.00,-1.00,0.0000
1,5,DeleteStatement,false,2422.00,-1.00,0.0000
1,6,UnaryOperatorReplacement,true,2422.00,2403.00,1.0079
1,7,SwapStatement,false,2403.00,-1.00,0.0000
1,8,MatchedReplaceStatement,false,2403.00,-1.00,0.0000
1,9,MatchedSwapStatement,false,2403.00,-1.00,0.0000
1,10,MatchedDeleteStatement,false,2403.00,-1.00,0.0000
1,11,CopyStatement,false,2403.00,-1.00,0.0000
1,12,MatchedCopyStatement,false,2403.00,-1.00,0.0000
1,13,ReplaceStatement,false,2403.00,-1.00,0.0000
1,14,BinaryOperatorReplacement,true,2403.00,2423.00,0.9917
1,15,UnaryOperatorReplacement,true,2403.00,2414.00,0.9954
1,16,BinaryOperatorReplacement,true,2403.00,2390.00,1.0054
1,17,UnaryOperatorReplacement,true,2390.00,2426.00,0.9852
1,18,DeleteStatement,false,2390.00,-1.00,0.0000
1,19,CopyStatement,false,2390.00,-1.00,0.0000
1,20,ReplaceStatement,true,2390.00,2434.00,0.9819
1,21,SwapStatement,false,2390.00,-1.00,0.0000
1,22,MoveStatement,true,2390.00,2433.00,0.9823
1,23,MatchedDeleteStatement,false,2390.00,-1.00,0.0000
1,24,MatchedCopyStatement,false,2390.00,-1.00,0.0000
1,25,MatchedReplaceStatement,false,2390.00,-1.00,0.0000
1,26,MatchedSwapStatement,false,2390.00,-1.00,0.0000
1,27,LLMMaskedStatement,true,2390.00,2386.00,1.0017
1,28,LLMReplaceStatement,false,2386.00,-1.00,0.0000
1,29,BinaryOperatorReplacement,false,2386.00,-1.00,0.0000
1,30,UnaryOperatorReplacement,true,2386.00,2411.00,0.9896
1,31,LLMMaskedStatement,true,2386.00,2405.00,0.9921
1,32,MoveStatement,true,2386.00,2348.00,1.0162
1,33,ReplaceStatement,false,2348.00,-1.00,0.0000
1,34,UnaryOperatorReplacement,true,2348.00,2382.00,0.9857
1,35,MoveStatement,true,2348.00,2374.00,0.9890
1,36,LLMMaskedStatement,false,2348.00,-1.00,0.0000
1,37,UnaryOperatorReplacement,true,2348.00,2393.00,0.9812
1,38,BinaryOperatorReplacement,true,2348.00,2371.00,0.9903
1,39,MoveStatement,false,2348.00,-1.00,0.0000
1,40,UnaryOperatorReplacement,true,2348.00,2342.00,1.0026
1,41,UnaryOperatorReplacement,true,2342.00,2382.00,0.9832
1,42,BinaryOperatorReplacement,true,2342.00,2354.00,0.9949
1,43,UnaryOperatorReplacement,true,2342.00,2370.00,0.9882
1,44,BinaryOperatorReplacement,true,2342.00,2373.00,0.9869
1,45,DeleteStatement,false,2342.00,-1.00,0.0000
1,46,CopyStatement,false,2342.00,-1.00,0.0000
1,47,SwapStatement,true,2342.00,2372.00,0.9874
1,48,MatchedDeleteStatement,false,2342.00,-1.00,0.0000
1,49,MatchedCopyStatement,false,2342.00,-1.00,0.0000
1,50,MatchedReplaceStatement,false,2342.00,-1.00,0.0000
1,51,MatchedSwapStatement,false,2342.00,-1.00,0.0000
1,52,LLMReplaceStatement,false,2342.00,-1.00,0.0000
1,53,SwapStatement,true,2342.00,2357.00,0.9936
1,54,ReplaceStatement,false,2342.00,-1.00,0.0000
1,55,UnaryOperatorReplacement,true,2342.00,2358.00,0.9932
1,56,BinaryOperatorReplacement,true,2342.00,2372.00,0.9874
1,57,LLMMaskedStatement,false,2342.00,-1.00,0.0000
1,58,SwapStatement,true,2342.00,2368.00,0.9890
1,59,UnaryOperatorReplacement,true,2342.00,2356.00,0.9941
1,60,BinaryOperatorReplacement,true,2342.00,2360.00,0.9924
1,61,MoveStatement,true,2342.00,2356.00,0.9941
1,62,SwapStatement,true,2342.00,2359.00,0.9928
1,63,UnaryOperatorReplacement,true,2342.00,2366.00,0.9899
1,64,BinaryOperatorReplacement,true,2342.00,2369.00,0.9886
1,65,MoveStatement,false,2342.00,-1.00,0.0000
1,66,SwapStatement,true,2342.00,2362.00,0.9915
