MethodID,Step,Operator,Success,ParentRuntime(ms),ChildRuntime(ms),Reward
1,1,MatchedSwapStatement,false,2989.00,-1.00,0.0000
1,2,BinaryOperatorReplacement,true,2989.00,2765.00,1.0810
1,3,MoveStatement,true,2765.00,2529.00,1.0933
1,4,MatchedDeleteStatement,false,2529.00,-1.00,0.0000
1,5,ReplaceStatement,false,2529.00,-1.00,0.0000
1,6,MatchedCopyStatement,false,2529.00,-1.00,0.0000
1,7,SwapStatement,true,2529.00,2516.00,1.0052
1,8,UnaryOperatorReplacement,true,2516.00,2545.00,0.9886
1,9,DeleteStatement,false,2516.00,-1.00,0.0000
1,10,MatchedReplaceStatement,true,2516.00,2512.00,1.0016
1,11,CopyStatement,false,2512.00,-1.00,0.0000
1,12,MoveStatement,true,2512.00,2552.00,0.9843
1,13,BinaryOperatorReplacement,true,2512.00,2538.00,0.9898
1,14,SwapStatement,true,2512.00,2511.00,1.0004
1,15,MatchedReplaceStatement,false,2511.00,-1.00,0.0000
1,16,UnaryOperatorReplacement,true,2511.00,2459.00,1.0211
1,17,MoveStatement,false,2459.00,-1.00,0.0000
1,18,BinaryOperatorReplacement,true,2459.00,2666.00,0.9224
1,19,UnaryOperatorReplacement,true,2459.00,2760.00,0.8909
1,20,SwapStatement,false,2459.00,-1.00,0.0000
1,21,DeleteStatement,false,2459.00,-1.00,0.0000
1,22,CopyStatement,false,2459.00,-1.00,0.0000
1,23,ReplaceStatement,false,2459.00,-1.00,0.0000
1,24,MatchedDeleteStatement,false,2459.00,-1.00,0.0000
1,25,MatchedCopyStatement,false,2459.00,-1.00,0.0000
1,26,MatchedSwapStatement,false,2459.00,-1.00,0.0000
1,27,BinaryOperatorReplacement,true,2459.00,2722.00,0.9034
1,28,UnaryOperatorReplacement,true,2459.00,2599.00,0.9461
1,29,MatchedReplaceStatement,false,2459.00,-1.00,0.0000
1,30,BinaryOperatorReplacement,true,2459.00,2706.00,0.9087
1,31,UnaryOperatorReplacement,true,2459.00,2694.00,0.9128
1,32,MoveStatement,true,2459.00,2733.00,0.8997
1,33,SwapStatement,false,2459.00,-1.00,0.0000
1,34,BinaryOperatorReplacement,true,2459.00,2543.00,0.9670
1,35,UnaryOperatorReplacement,true,2459.00,2638.00,0.9321
1,36,MoveStatement,true,2459.00,2632.00,0.9343
1,37,BinaryOperatorReplacement,true,2459.00,2623.00,0.9375
1,38,UnaryOperatorReplacement,true,2459.00,2443.00,1.0065
1,39,MoveStatement,false,2443.00,-1.00,0.0000
1,40,BinaryOperatorReplacement,true,2443.00,2461.00,0.9927
1,41,UnaryOperatorReplacement,true,2443.00,2677.00,0.9126
1,42,DeleteStatement,false,2443.00,-1.00,0.0000
1,43,CopyStatement,false,2443.00,-1.00,0.0000
1,44,ReplaceStatement,false,2443.00,-1.00,0.0000
1,45,MatchedDeleteStatement,false,2443.00,-1.00,0.0000
